	TE	position	score	3v5_effect	MeanCoverage	Coverage_effect	size_ratio	full_length	size_effect	Metric	Activated
893	L1PA5_dup7860	chr10:88350240-88356365	0.934020539239286	0.9927003230398354	0.0013061224489795918	0.0013886153508282824	0.9967453213995118	0	1.0	0.0012875276123686483	0
894	L1PA2_dup3567	chr10:111583928-111589948	0.6626777996097466	1.0	0.18399778516057586	1.1220209942923527	0.9953703703703703	0	1.0	0.7435384036135964	0
895	L1PA3_dup1880	chr3:87843502-87844994	0.5682998545253377	0.9975641683264175	0.04177837354781055	0.2963005243415245	0.24224711803864263	0	1.0	0.16797738116381639	0
896	L1PA2_dup4232	chr14:27461517-27462499	0.809258389170722	0.9145272922599883	0.241683638832315	1.1771572814054625	0.16236772486772486	0	1.0	0.871201017966222	0
897	L1PA4_dup4157	chr5:125568447-125571370	0.3084694502097708	1.046460286334228	0.004789599726308587	0.005995636952565351	0.47520728336855794	0	1.0	0.0019353977789489541	0
898	L1PA7_dup4376	chr5:90794685-90801080	-0.1016758150886224	1.0455760022709697	0.0006254886630179827	0.0006441054662728423	0.9890194865450046	0	1.0	-6.847471831815182e-05	0
899	L1PA8_dup5992	chr11:125691675-125691913	0.11197154606667	1.0459934209721702	0.004201680672268907	0.005116661433044103	0.03673406389874981	0	0.05845734489536129	3.5031795314992687e-05	0
900	L1PA4_dup10574	chr15:35354825-35357424	-1.9691459522823016	1.0460882543897911	0.0005130178273695011	0.0005255083571005172	0.4225329214761827	0	1.0	-0.0010824949022484633	0
901	L1PA3_dup1013	chr2:74793849-74794639	0.1122379790843767	0.013818816988547698	0.027426160337552744	0.09923739129380006	0.1282675759051794	0	0.6496140364870917	9.998651768732788e-05	0
902	L1PA4_dup5406	chr7:87096718-87097905	-1.4199752344725012	1.0457156609814526	0.008705419825891602	0.013093874045555993	0.1929767517476833	0	1.0	-0.019442967095124872	0
903	L1PA8_dup913	chr2:133785550-133786251	-0.3210912875610828	1.052794904681042	0.0009510223490252021	0.0009943916773398386	0.10819570921438494	0	0.4251080298175534	-0.00014289896563443586	0
904	L1PA6_dup5626	chr19:3167481-3167544	0.11197154606667	1.0457143159173765	0.021164021164021163	0.05709333344593796	0.010217320791436913	0	0.011626740027185408	7.772560132425354e-05	0
905	L1PA7_dup11160	chr13:103823953-103824637	0.3084694502097708	0.9975593041363041	0.0024366471734892786	0.002731573471380702	0.10578410145375812	0	0.4031469455573192	0.00033886533424282	0
906	L1PA7_dup1880	chr2:226945178-226946471	2.027363024314183	0.837020019125404	0.004382572828048466	0.005382406496195598	0.1999690689761831	0	1.0	0.00913363938106071	0
907	L1PA3_dup4413	chr6:102752890-102758907	3.123438814403668	1.0454828364068618	0.05096670544568168	0.5561346864792859	0.9769443091410943	0	1.0	1.8160587480136468	0
908	L1PA5_dup9102	chr13:22476723-22478343	4.48769992364211	1.0	0.011728395061728396	0.020327189400341134	0.2636289666395443	0	1.0	0.0912223263197696	0
909	L1PA8_dup5161	chrX:133061504-133067887	0.1122442834610625	1.0	0.00010444409629745679	0.00010495685562757432	0.9851828985954623	0	1.0	1.1780807054243263e-05	0
910	L1PA3_dup9346	chr14:48413489-48415025	-0.3195803404630221	0.9927019373808803	0.007378472222222223	0.010428521262237965	0.24939113492450074	0	1.0	-0.0033084277545774934	0
911	L1PA5_dup1702	chr3:11113095-11114177	1.2573532053911691	0.9400726546568701	0.010166358595194085	0.016375502412714925	0.1760781122864117	0	1.0	0.019355898965766925	0
912	L1PA4_dup10426	chr14:66473906-66475582	0.3654590132510923	1.0	0.006165473349244232	0.00823229686611584	0.2724760201593237	0	1.0	0.0030085670894807546	0
913	L1PA3_dup4938	chr7:111469569-111470885	0.5751073571268811	0.9975593041363041	0.008105369807497466	0.011853095051086386	0.21367105049521026	0	1.0	0.00680016442774746	0
914	L1PA8_dup3533	chr7:32600948-32601756	0.1122442834610625	0.6587332407401628	0.0008250825082508251	0.0008576290450030215	0.12471060348819263	0	0.6038157302886223	3.828932538098917e-05	0
915	L1PA3_dup1112	chr2:108203144-108209267	0.1122379790843767	1.0453895975942853	0.0020687027056453806	0.0022794257288434863	0.9941548952752071	0	1.0	0.00026745052737866	0
916	L1PA3_dup3107	chr4:173739847-173741182	0.3377969848353339	1.0	0.008988764044943821	0.013700880618765886	0.2167559668777399	0	1.0	0.00462811616260798	0
917	L1PA2_dup3543	chr10:99152738-99158758	1.69040508487335	1.0609751790979218	0.05476190476190476	0.7139338272260135	0.9953703703703703	0	1.0	1.2804244966938778	0
918	L1PA5_dup3698	chr5:80391145-80397265	0.1122379790843767	1.0457624256807194	0.0010893246187363835	0.001146411368640978	0.9959316517493898	0	1.0	0.0001345591874951941	0
919	L1PA3_dup3027	chr4:158472100-158473275	-0.1237777989753282	0.5187509492596919	0.02524822695035461	0.08248775060678082	0.19077772365643772	0	1.0	-0.005296526152337501	0
920	L1PA6_dup4700	chr12:46736989-46743143	-1.357635756995819	0.9618769692037741	0.0017332900010833064	0.0018800448162152854	0.9980538436587739	0	1.0	-0.002455110230912008	0
921	L1PA2_dup4606	chr17:41200868-41206900	2.481994639171744	1.0458089962888186	0.07537577365163572	1.0153052444558055	0.9973544973544973	0	1.0	2.635420027912612	0
922	L1HS_dup316	chr3:115669998-115670408	0.911329969119909	1.0453429404404369	0.16585365853658537	1.1044213670814924	0.06777979831377087	0	0.15973351949588624	0.16806036562435647	0
923	L1PA8_dup1319	chr3:43458641-43458951	0.1122379790843767	1.0453429404404369	0.001075268817204301	0.0011308733832642672	0.04784688995215311	0	0.0876321606228065	1.1627226456644715e-05	0
924	L1PA6_dup5382	chr17:9318128-9318316	-0.3210912875610828	0.9975603867455638	0.0	0.0	0.030489782679208564	0	0.04483594405565442	-0.0	0
925	L1PA3_dup1544	chr3:159382111-159385065	1.2793173421298216	1.0456692194073574	0.02584066802076281	0.08680142770463802	0.4796233154732911	0	1.0	0.11611798203541755	0
926	L1PA5_dup4059	chr5:148918144-148920321	-0.2524356984401827	1.0	0.008727606798346348	0.013140909654465334	0.3542717656631408	0	1.0	-0.0033172347067642965	0
927	L1PA7_dup4298	chr5:78046705-78047668	0.1122379790843767	0.9902905619159813	0.0006922810661128418	0.000715122045330928	0.14893287967831736	0	0.979575533534281	7.786110700866174e-05	0
928	L1PA5_dup75	chr1:46086958-46086984	0.1122379790843767	0.9963445991292776	0.012820512820512822	0.023387520972800883	0.004231082180634662	0	0.004463665392626315	1.1674148963062536e-05	0
929	L1PA3_dup3879	chr5:159770902-159772131	-0.3195803404630221	1.0	0.01464605370219691	0.029105495390388373	0.1995453807436272	0	1.0	-0.009301544126205236	0
930	L1PA7_dup9925	chr11:86644767-86647289	0.1122379790843767	1.0	0.0002643404705260375	0.00026763735339985234	0.390040210330962	0	1.0	3.003907567309056e-05	0
931	L1PA7_dup51	chr1:42105426-42105621	0.11197154606667	1.0453895872292094	0.003418803418803419	0.004013240080791837	0.030157748221466132	0	0.044161836636061644	2.0745700919314558e-05	0
932	L1PA4_dup4904	chr6:102551786-102552523	0.441965658845401	0.557627880671987	0.03482587064676617	0.17827937011443457	0.11981791578605105	0	0.5453164704526889	0.02395977367868884	0
933	L1PA4_dup8211	chr10:4896898-4898337	0.0959213455220192	1.0456691780167229	0.003706277507528376	0.0044097412751996695	0.23394569988619737	0	1.0	0.0004423058452473348	0
934	L1PA8_dup6138	chr12:50687562-50687911	-0.2182031617619969	0.9460509733590728	0.006685768863419293	0.009147477089423652	0.053866337397746565	0	0.10646097073393823	-0.00020103298830459053	0
935	L1PA4_dup399	chr1:117831001-117832097	1.450004098310875	0.7909343409300921	0.06782238442822384	1.0077904803671103	0.178182409364331	0	1.0	1.1557926108555454	0
936	L1PA3_dup9671	chr15:79485784-79491818	1.0584964565433288	1.0454362416688934	0.025522041763341066	0.08445978961158267	0.9797044974833576	0	1.0	0.09346240565981821	0
937	L1PA2_dup4102	chr13:50180296-50186330	0.3118352471226402	1.04646041539393	0.07601370014363053	1.0159395297202047	0.9976851851851852	0	1.0	0.3315246812564799	0
938	L1PA6_dup4159	chr10:53911184-53913452	0.1122379790843767	1.0455761265262953	0.0008818342151675485	0.000919061864729726	0.3678235484917288	0	1.0	0.00010785498998851525	0
939	L1PA3_dup3496	chr5:75954427-75956554	0.5235844955117157	1.0	0.03541764613696913	0.18641025704235215	0.3453482708231856	0	1.0	0.0976015203917292	0
940	L1PA5_dup5199	chr7:106526463-106527751	0.3377969848353339	0.9502915860837071	0.0038819875776397515	0.004657013559524342	0.2096013018714402	0	1.0	0.0014949275832057466	0
941	L1PA5_dup2741	chr4:66725924-66726479	-0.3204448582099137	1.0	0.016216216216216217	0.034687972650421985	0.09031733116354759	0	0.28304751949047136	-0.0031462380479633616	0
942	L1PA3_dup8897	chr13:38065373-38071518	0.3661146885802809	1.0	0.010469216164903714	0.017104516870901053	0.9977269037181361	0	1.0	0.006262214867506099	0
943	L1PA2_dup1617	chr5:69425056-69425401	-0.0838465006184332	0.9630843766610346	0.014492753623188406	0.02859456258558149	0.05704365079365079	0	0.11736332257075148	-0.0002709974054481302	0
944	L1PA3_dup7850	chr11:7768648-7769678	-0.6646549507273715	0.9987808811452121	0.012297734627831715	0.021890615785572595	0.16723494073713266	0	1.0	-0.014531968335244743	0
945	L1PA5_dup1255	chr2:141121438-141123254	0.1122379790843767	1.0453429456238519	0.006975036710719531	0.009673578548542243	0.29552481692432875	0	1.0	0.0011349736883869818	0
946	L1PA4_dup10122	chr13:103374558-103376345	1.485308882628787	0.9987792576217317	0.0037306472673008773	0.004443811550113279	0.290521866363193	0	1.0	0.006592375340116708	0
947	L1PA2_dup1397	chr4:157862323-157862651	0.1122442834610625	0.9771201804008965	0.013211382113821139	0.02454634114889802	0.05423280423280423	0	0.107683196196602	0.00028989913404931796	0
948	L1PA3_dup3944	chr6:48363091-48369117	4.9239350335290935	1.0583669318277145	0.1590330788804071	1.0977776721014927	0.9784055853222926	0	1.0	5.7208817312723586	1
949	L1PA3_dup2688	chr4:82111987-82115317	0.1122442834610625	1.0	0.02072072072072072	0.05474754328498317	0.5406721870433512	0	1.0	0.006145098767276439	0
950	L1PA3_dup2921	chr4:127860153-127865687	0.2243940162689398	1.0501984516839604	0.021262498494157327	0.05762446626394675	0.8985224874167884	0	1.0	0.013579680787788349	0
951	L1PA3_dup712	chr1:235381814-235387760	0.7146894168919153	0.997559574878688	0.026348245318981948	0.09063818666322059	0.9654164637116415	0	1.0	0.06462006654313468	0
952	L1PA4_dup4450	chr6:23990764-23991991	0.11197154606667	0.9830712541159515	0.003803314316761749	0.004545832880388195	0.1994797593887173	0	1.0	0.0005003871374950076	0
953	L1PA3_dup3666	chr5:109029247-109029388	0.1122442834610625	0.998778715485885	0.004728132387706856	0.005901657553107332	0.02289332683877253	0	0.030581279767610475	2.0233134669577157e-05	0
954	L1PA4_dup5262	chr7:49662688-49665887	0.3661146885802809	0.998778715485885	0.009273731374387828	0.01432537930304181	0.5200780360916925	0	1.0	0.00523832647262111	0
955	L1HS_dup414	chr4:59078848-59084877	3.808637678907667	0.9987789866139839	0.5485707967048156	1.4395201829977737	0.996693668374938	0	1.0	5.475916467325869	1
956	L1PA3_dup1498	chr2:217674595-217677886	0.0223566392467006	0.9975593041363041	0.009115770282588878	0.013977459668330342	0.5343399902581588	0	1.0	0.00031172633272333013	0
957	L1PA3_dup9097	chr13:93363131-93364223	0.3084694502097708	1.0	0.011904761904761904	0.02080420005812509	0.17730150998538724	0	1.0	0.006417460153983928	0
958	L1PA8_dup516	chr1:245321958-245322399	0.3661146885802809	1.0474800520236323	0.0022675736961451248	0.0025219624265710662	0.06806605957709523	0	0.1609899451827682	0.00015570418253292603	0
959	L1PA3_dup10271	chr18:79284622-79290766	0.5682998545253377	0.9975593041363041	0.020670572916666668	0.054486771459993186	0.997564539698003	0	1.0	0.030889248575694358	0
960	L1PA3_dup1742	chr3:44438627-44439022	0.3654590132510923	1.0	0.0	0.0	0.0641337879525897	0	0.14432984595552129	0.0	0
961	L1PA5_dup4376	chr6:65437855-65439745	0.11197154606667	1.0	0.0028218694885361554	0.0032210827759003927	0.3075671277461351	0	1.0	0.0003606696184262881	0
962	L1PA5_dup9903	chr15:38580736-38586868	0.4306542979265566	0.9975598455610099	0.0007066753642096107	0.0007304841407426357	0.9978844589096827	0	1.0	0.00031381849602478044	0
963	L1PA2_dup2239	chr7:65340590-65341216	0.23066678251309	0.8985165210430716	0.07188498402555911	1.0118333151880534	0.103505291005291	0	0.3832557188434889	0.08037273431375264	0
964	L1PA5_dup9337	chr13:85388852-85390194	0.809258389170722	1.0453895768664365	0.0024838549428713367	0.0027906656949008776	0.21838893409275834	0	1.0	0.0023608760666548553	0
965	L1PA5_dup2520	chr4:19820857-19821552	-0.1828279502508975	0.9975603867455638	0.004316546762589928	0.005284929981882493	0.11310008136696502	0	0.4728142476383447	-0.00045573415501345765	0
966	L1PA5_dup5924	chr8:119521004-119527155	0.11197154606667	1.0	0.001517368449574595	0.001629262126018952	1.0009764035801465	1	1.0	0.00018243099919821177	0
967	L1PA3_dup9239	chr14:31601506-31602402	0.3966456433088255	1.0464104854545022	0.036458333333333336	0.2014835656336641	0.1454781620392921	0	0.9159448695035791	0.07659734800800837	0
968	L1PA5_dup4416	chr6:73489282-73490731	0.1122379790843767	1.0454362416688934	0.00023004370830457787	0.0002325385732101274	0.23580146460537021	0	1.0	2.7285529953526115e-05	0
969	L1PA4_dup4385	chr6:2371638-2372036	0.1122442834610625	0.9975593041363041	0.043551088777219436	0.3356446580942858	0.06470492602828809	0	0.14667081525158066	0.005512218204467061	0
970	L1PA5_dup3309	chr4:172912251-172918401	0.5490445743675395	0.9975593041363041	0.000975609756097561	0.0010212771001854573	1.000813669650122	1	1.0	0.0005593580875654101	0
971	L1PA3_dup5390	chr8:74744324-74744782	0.1122379790843767	1.0454828364068618	0.009461426491994177	0.014744514890614468	0.07436272122097744	0	0.19046239772278817	0.0003295311557371751	0
972	L1PA6_dup397	chr1:201701040-201701425	0.1762994526023684	0.99152768008851	0.011255411255411256	0.019079553372819948	0.06243918261433669	0	0.13753665719274027	0.00045871450745216177	0
973	L1PA5_dup3900	chr5:115963594-115963701	6.014134352509207	1.0540928647982093	0.20249221183800623	1.1398411568565725	0.01741253051261188	0	0.021702218469316775	0.15681964437450815	0
974	L1HS_dup1288	chr12:60008670-60009854	2.605015927758902	0.9630203315402983	0.40906531531531537	1.3277506581842526	0.19573483220367002	0	1.0	3.330905905961524	1
975	L1PA4_dup11393	chr19:40099758-40101093	1.8334799267623123	1.0453895975942853	0.020474406991260925	0.053475535425616824	0.21703788001950902	0	1.0	0.10249660382134622	0
976	L1PA2_dup1711	chr5:117543356-117544121	0.0734221006608954	1.0	0.09760348583877994	1.0373666208834385	0.12648809523809523	0	0.6263455091918453	0.04770600435193365	0
977	L1HS_dup290	chr3:90169568-90175598	5.876122310469723	1.0509307568313018	0.4039248203427308	1.3233740696084668	0.9968589849561911	0	1.0	8.17236114199566	1
978	L1PA2_dup744	chr3:3719387-3725382	0.3804178591257928	1.0453429456238519	0.031971087016958576	0.14315986520322063	0.9912367724867724	0	1.0	0.0569299720718065	0
979	L1PA3_dup7230	chrY:13100774-13103713	0.11197154606667	1.046134955869229	0.008166042871725078	0.011975844368193371	0.47718785517129403	0	1.0	0.0014028186541779526	0
980	L1PA3_dup8313	chr11:129173932-129179956	1.553593704452893	0.9975593041363041	0.03757193448428508	0.21876805679608044	0.9780808572820263	0	1.0	0.3390471401770557	0
981	L1PA8_dup744	chr2:75993226-75993379	0.1122379790843767	1.0456692608071814	0.002178649237472767	0.0024129795720100786	0.02361475536348202	0	0.0318341168895258	9.015309307442075e-06	0
982	L1PA4_dup3722	chr5:43741222-43745172	2.543323012339679	0.9178438298372626	0.002531645569620253	0.002850740619534601	0.6421720045521053	0	1.0	0.006654692884845749	0
983	L1PA6_dup101	chr1:74915692-74921024	0.3654590132510923	1.0457159403519825	0.0005001250312578145	0.0005119920418831539	0.8647421342847875	0	1.0	0.0001956661123152155	0
984	L1PA7_dup6125	chr7:92201546-92201833	0.1215030767840299	0.9987825003560293	0.0	0.0	0.04438601917723477	0	0.07781196646759057	0.0	0
985	L1PA5_dup6327	chr9:80579117-80580739	0.3654590132510923	1.0	0.0039046444718454586	0.004689172893188823	0.26395443449959316	0	1.0	0.001713700498508557	0
986	L1HS_dup1433	chr15:82690254-82690631	0.3371354101816675	0.9255014974974343	0.0035366931918656055	0.004174640886737838	0.06232435113241858	0	0.13708447827193315	0.00017856194241047527	0
987	L1PA2_dup2853	chr9:109954468-109954671	0.1122379790843767	0.9878710440264143	0.0016420361247947454	0.0017734598895956359	0.03356481481481482	0	0.051315262026762426	1.0090391466925546e-05	0
988	L1PA6_dup3407	chr9:97018785-97019429	0.1122379790843767	0.9963417625789104	0.0010351966873706003	0.0010866852440758177	0.10444372364579954	0	0.3913478864098716	4.755705309269691e-05	0
989	L1PA7_dup10370	chr12:56312984-56313191	-0.322422448402731	0.5840420413874915	0.1497584541062802	1.0887207299989077	0.03201360965047943	0	0.047992856248255056	-0.00983926078385924	0
990	L1PA6_dup5633	chr19:11935705-11937068	0.1122379790843767	0.9866815467484882	0.004891171435558816	0.006152015393594705	0.22105092442426208	0	1.0	0.0006812935192830888	0
991	L1PA6_dup5409	chr17:30012782-30015484	0.3084694502097708	1.0456226665400363	0.0014803849000740192	0.0015867971823277903	0.438209536166072	0	1.0	0.0005118097667319254	0
992	L1PA4_dup814	chr1:246714716-246719911	6.066726512127268	1.0467314394520915	0.009496310555020855	0.014823104207529369	0.8445781173792879	0	1.0	0.09413017105680822	0
993	L1PA2_dup4405	chr15:56327427-56332630	0.0055871196231312	1.0455294543407292	0.009353578063937473	0.014502918380819166	0.8602843915343915	0	1.0	8.471877061427724e-05	0
994	L1PA2_dup225	chr1:177408730-177409250	2.009055064772661	1.0560448981266433	0.31858974358974357	1.2483031001445508	0.08597883597883597	0	0.2550642887468443	0.6755288944071477	0
995	L1PA5_dup3949	chr5:122358222-122358380	-0.3204448582099137	0.9963417625789104	0.002109704641350211	0.002329077775546704	0.025711960943856794	0	0.03559294543881427	-2.6467295250029086e-05	0
996	L1HS_dup1232	chr11:55199043-55199488	-0.3204448582099137	0.9378092931955373	0.15355805243445694	1.0924342553034307	0.07356587865762935	0	0.18653209282216643	-0.06123739560607065	0
997	L1PA4_dup10846	chr16:48784951-48785744	0.11197154606667	0.9700221665522201	0.011769651113913407	0.020438192293964277	0.12892212648349863	0	0.6583566697195696	0.0014614805978206285	0
998	L1PA6_dup3824	chrX:114237677-114238486	1.56535339909177	0.9277446591244978	0.007004532344458178	0.009727930589195086	0.13120337333765814	0	0.6896187200440697	0.009742498975077587	0
999	L1PA5_dup9693	chr14:60036771-60042877	-0.1922763466831789	0.9145989823334413	0.00092804891363686	0.0009693258398281974	0.993653376729048	0	1.0	-0.00017046152352982174	0
1000	L1PA3_dup9389	chr14:62947829-62948315	0.5241719944734439	0.9665011817128936	0.09945130315500687	1.0391966151898024	0.07890891378470531	0	0.21406764132561312	0.11270026842692642	0
1001	L1PA8_dup7404	chr17:63298754-63302599	1.0599996710867186	0.9914921075792613	0.0007802340702210664	0.0008093077718288478	0.5934557802129958	0	1.0	0.0008505673405457705	0
1002	L1PA3_dup2985	chr4:144823670-144825036	0.11197154606667	0.9951282460350135	0.024890190336749635	0.07996421595647095	0.22178925150186718	0	1.0	0.00891009658489172	0
1003	L1PA2_dup3771	chr11:93172448-93178521	0.1781251168032231	0.9987810162439298	0.08200230528569076	1.0218908899693584	1.004133597883598	1	1.0	0.18180254930752196	0
1004	L1PA5_dup3505	chr5:35075073-35081201	-0.1173053076275146	1.0	0.0004895561357702349	0.0005009240585520909	0.997233523189585	0	1.0	-5.876105078647616e-05	0
1005	L1PA4_dup2507	chr3:171117979-171119953	0.11197154606667	0.9939136227338146	0.006754474839581223	0.009271301381675378	0.3209234270850268	0	1.0	0.0010318035479217212	0
1006	L1PA6_dup5460	chr17:58898280-58899169	0.8099831956772529	0.9618769692037717	0.003374578177727784	0.00395311907136278	0.144177748945832	0	0.8929496223915434	0.0027501880393772304	0
1007	L1PA5_dup2703	chr4:60972056-60976048	0.1122442834610625	1.0	0.000751503006012024	0.0007784566606375755	0.6496338486574451	0	1.0	8.737731007875616e-05	0
1008	L1PA4_dup9403	chr12:29323062-29328907	-1.5117775231636348	1.0453895768664365	0.00718562874251497	0.010064540839622046	0.9502519915460901	0	1.0	-0.015905964767365565	0
1009	L1PA4_dup6909	chrX:30136757-30136906	-0.3204448582099137	0.9975593041363041	0.0	0.0	0.02422370346285157	0	0.032907484206070085	-0.0	0
1010	L1PA6_dup1903	chr5:40296741-40302182	0.5490445743675395	1.0465994909728105	0.00036757948906451023	0.0003739699549894973	0.8824197210509245	0	1.0	0.00021489426999082782	0
1011	L1PA5_dup635	chr1:207495218-207495433	0.1122442834610625	0.9927003230398354	0.0031007751937984496	0.003586038263678706	0.03498779495524817	0	0.05446216563272173	2.1761670034770838e-05	0
1012	L1PA2_dup711	chr2:226574246-226575312	-0.3195803404630221	1.0517963511893074	0.13133208255159476	1.070654075373788	0.17625661375661375	0	1.0	-0.35988263313440366	0
1013	L1PA5_dup8154	chr11:27446122-27446346	-0.3204448582099137	0.9676906364984055	0.001488095238095238	0.0015956385324769323	0.03645240032546786	0	0.057802835016300985	-2.8600491794677482e-05	0
1014	L1PA3_dup2776	chr4:97427563-97430504	0.1131039926605912	1.0460417310767451	0.005440326419585174	0.007021219635469254	0.4775125832115603	0	1.0	0.0008306910007433983	0
1015	L1PA6_dup109	chr1:76964610-76969045	0.1122442834610625	0.9987791221328959	0.00022547914317925591	0.00022787572635702094	0.7192669477781382	0	1.0	2.5546520317149534e-05	0
1016	L1PA5_dup1543	chr2:209283223-209284729	0.1122442834610625	0.9975598455610099	0.0008853474988933155	0.0009228754863868821	0.24507729861676159	0	1.0	0.00010333472820095499	0
1017	L1PA5_dup8970	chr12:91518874-91520698	1.0584964565433288	0.9902841299931711	0.005847953216374269	0.007692942062981139	0.296826688364524	0	1.0	0.008063836051789808	0
1018	L1PA3_dup1673	chr3:27995153-27997658	0.6501916795770912	0.9526127336763239	0.0208915502328676	0.05564283420701821	0.40672187043351193	0	1.0	0.03446410724378152	0
1019	L1PA8_dup1	chr1:223868213-223871600	2.0581116150378143	1.0469695893130688	0.001968310205688417	0.0021586215100186873	0.5227658589288471	0	1.0	0.004651355045272877	0
1020	L1PA3_dup7378	chr10:746476-750115	0.1122379790843767	1.0453895975942853	0.051662544655125035	0.5824241664795248	0.590842669264491	0	1.0	0.0683372344674105	0
1021	L1HS_dup1186	chr10:105775521-105781551	3.300717880883659	1.0453429404404369	0.4310116086235489	1.3462382745045343	0.9968589849561911	0	1.0	4.645036492028832	1
1022	L1PA2_dup4255	chr14:37495136-37496129	0.3371354101816675	0.9830731147898366	0.049009734810339045	0.4878920473785637	0.16418650793650794	0	1.0	0.16170145519987847	0
1023	L1PA2_dup317	chr1:242045562-242051585	0.5682998545253377	1.045529506134045	0.2331064253694172	1.1690458927945724	0.9958664021164021	0	1.0	0.6946169855496762	0
1024	L1PA6_dup5007	chr13:100117474-100117770	0.4844899179756071	1.045481867799428	0.0213963963963964	0.058352567755149604	0.04800518975024327	0	0.08809829301508856	0.0026039264572694644	0
1025	L1PA7_dup6709	chr8:62237526-62238882	0.975978598674792	1.0453895768664365	0.0019665683382497543	0.002156535080118933	0.20971234147850293	0	1.0	0.002200264984264997	0
1026	L1PA3_dup7552	chr10:53494007-53500000	0.5682998545253377	1.0454362416688934	0.023861171366594356	0.07304729412282794	0.973047572657899	0	1.0	0.04339895072012115	0
1027	L1PA5_dup7806	chr10:66427677-66431902	0.1122442834610625	1.0	0.00126232741617357	0.0013393011268387977	0.6875508543531327	0	1.0	0.00015032889532061441	0
1028	L1PA3_dup2479	chr4:39001572-39003043	-0.3204448582099137	0.9975593041363041	0.012236573759347382	0.02171936905172225	0.23883747361584673	0	1.0	-0.006942873234341628	0
1029	L1PA5_dup2812	chr4:75006742-75007287	-0.361286988324697	0.9975593041363041	0.0012232415902140674	0.0012954555286349904	0.0886899918633035	0	0.272285393889483	-0.0001271270292836457	0
1030	L1PA6_dup3129	chr8:76636599-76637981	0.578861845210805	1.0453895457919238	0.0014471780028943561	0.0015487898595971524	0.22413233863120338	0	1.0	0.0009372286885640789	0
1031	L1PA3_dup1626	chr3:18975950-18982086	2.067594156555895	1.0	0.007007822685788787	0.009734001923826808	0.9962656275369378	0	1.0	0.020125965497608148	0
1032	L1PA3_dup13	chr1:3254243-3255294	-0.1237777989753282	1.0461786351730882	0.018395179194418017	0.04358189744936689	0.17064458515992856	0	1.0	-0.0056435806654796545	0
1033	L1HS_dup206	chr2:175691463-175694637	6.571655347827954	0.9975593041363041	0.1703423650493594	1.1087855814077845	0.5247148288973384	0	1.0	7.268772426865328	1
1034	L1PA5_dup9716	chr14:66183737-66189867	0.0488787991896518	1.0454828778485288	0.002283849918433932	0.0025420039083274178	0.9975589910496339	0	1.0	0.00012990135063057509	0
1035	L1PA6_dup3228	chr8:126258720-126259921	0.5241719944734439	0.9939136227338146	0.00527338329170136	0.006752697345754891	0.19477781381771003	0	1.0	0.0035180316479872975	0
1036	L1PA5_dup1657	chr3:1957289-1958246	0.1122379790843767	0.9927003230398354	0.0006966213862765587	0.0007197520369952708	0.15573637103336047	0	1.0	8.019382051776407e-05	0
1037	L1PA7_dup11064	chr13:81729301-81732993	1.0013189088078078	1.0459022483322822	0.0009931383170819791	0.0010404809941021282	0.5709866996597588	0	1.0	0.0010896767022605166	0
1038	L1PA6_dup4563	chr11:119836928-119837229	0.1122442834610625	0.9878750547823235	0.0033222591362126242	0.0038822944755463142	0.04881608822575414	0	0.09050994905730934	3.896287949362668e-05	0
1039	L1PA4_dup6921	chrX:32099090-32099313	0.1122442834610625	1.0	0.007473841554559044	0.010610657247025408	0.03625426759876443	0	0.05734477536540494	6.829680282760695e-05	0
1040	L1PA4_dup4828	chr6:88508311-88509104	0.4982901125479372	1.0	0.029844472467423288	0.1209542397664401	0.12892212648349863	0	0.6583566697195696	0.039679355140733466	0
1041	L1PA3_dup5085	chr7:147602494-147603382	0.1122379790843767	0.9902819841248235	0.0033783783783783786	0.003958276052661856	0.14417924987822697	0	0.8929758694505576	0.00039286606656614736	0
1042	L1PA5_dup2305	chr3:159714266-159720397	2.1991918117207927	0.9866786142275183	0.0017941608220518677	0.001951631960569109	0.9977217249796583	0	1.0	0.0042348374659006505	0
1043	L1PA2_dup4424	chr15:77205826-77206842	0.7741272593650617	1.0453895147381052	0.02821522309711286	0.10594059463574894	0.167989417989418	0	1.0	0.08573396446781034	0
1044	L1PA2_dup2675	chr8:138036990-138037559	0.3084694502097708	1.0	0.053895723491505565	0.6746750949745058	0.09408068783068783	0	0.3092144809084717	0.06435268363502114	0
1045	L1PA3_dup1038	chr2:78422652-78423289	0.1122442834610625	0.9951260874482651	0.07796964939822082	1.017883929715429	0.10342588082480922	0	0.38257725190861164	0.043497044054240354	0
1046	L1PA7_dup10968	chr13:65192163-65192580	0.1122379790843767	0.9939136227338146	0.0015987210231814548	0.0017231745588354166	0.06449118465821219	0	0.14579166407685537	2.8025311507604183e-05	0
1047	L1PA6_dup534	chr2:41054322-41056448	0.1122379790843767	1.0	0.00047036688617121356	0.0004808563545756892	0.34479403178722023	0	1.0	5.397034546745584e-05	0
1048	L1PA6_dup694	chr2:130952340-130954559	1.753740539027645	1.0491299946638866	0.009914375844975214	0.015782041246516342	0.3598767434317223	0	1.0	0.029037406134257676	0
1049	L1PA3_dup9173	chr14:19962750-19964325	0.1122379790843767	0.8700700883804761	0.03661375661375662	0.20382252115715685	0.25572333170969314	0	1.0	0.01990426962970677	0
